"annee" "age" "sexe" "age.agg" "pop" "colon.rectum.inc" "col.de.l.uterus.inc" "corps.de.l.uterus.inc" "estomac.inc" "foie.inc" "larynx.inc" "melanome.de.la.peau.inc" "oesophage.inc" "ovaire.inc" "pancreas.inc" "poumon.inc" "rein.inc" "sein.inc" "systeme.nerveux.cent.inc" "thyroide.inc" "tous.cancers.inc" "levre.bouche.pharynx.inc" "vessie.inc" "colon.rectum.deces" "col.de.l.uterus.deces" "corps.de.l.uterus.deces" "estomac.deces" "foie.deces" "larynx.deces" "melanome.de.la.peau.deces" "oesophage.deces" "ovaire.deces" "pancreas.deces" "poumon.deces" "rein.deces" "sein.deces" "systeme.nerveux.cent.deces" "thyroide.deces" "tous.cancers.deces" "levre.bouche.pharynx.deces" "vessie.deces" "tabac.part.depense" "tabac.volume.par.personne.euro" "part.obesite" "part.surpoids" "10.um.france" "2.5.um.france" "ammoniac.france" "composes.organiques.volatiles.autres.que.methane.france" "oxydes.d.azote.france" "oxydes.de.soufre.france" "10.um.ue" "2.5.um.ue" "ammoniac.ue" "composes.organiques.volatiles.autres.que.methane.ue" "oxydes.d.azote.ue" "oxydes.de.soufre.ue"
"11" 1992 "[10-14]" "homme" "[0-19]" 1998413 0.000500397065071134 0 0.00100079413014227 0 0.0030023823904268 0 0 0.000500397065071134 0.000500397065071134 0.00250198532535567 0.0195154855377742 0.00250198532535567 0.0015011911952134 0.122096883877357 0.0030023823904268 0.000500397065071134 0.000500397065071134 0.000500397065071134 0.000500397065071134 0 NA 0 0 0 NA 0.000500397065071134 0 0.000500397065071134 0.00750595597606701 0 0 0.0490389123769711 0.000500397065071134 0 0 0 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"12" 1992 "[15-19]" "femme" "[0-19]" 1909671 0.00209460163556969 0.00104730081778484 0 0.000523650408892422 0.00104730081778484 0 0.0146622114489878 0 0.00890205695117117 0.000523650408892422 0.00104730081778484 0.00209460163556969 0.00104730081778484 0.0130912602223105 0.0157095122667727 0.147145764898771 0.00261825204446211 0 0.000523650408892422 0 0 0 NA 0 0.000523650408892422 0 0.00157095122667727 NA 0.000523650408892422 0.000523650408892422 0 0.00523650408892422 0 0.0377028294402544 0.000523650408892422 0 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"13" 1992 "[15-19]" "homme" "[0-19]" 1997535 0.0015018510313962 0.000500617010465399 0.0010012340209308 0 0.00750925515698098 0 0 0.0010012340209308 0.0010012340209308 0.0015018510313962 0.0160197443348928 0.0235289994918737 0.00400493608372319 0.172212251600097 0.00450555309418859 0.000500617010465399 0.000500617010465399 0.000500617010465399 0.000500617010465399 0 NA 0 0.000500617010465399 0 NA 0.000500617010465399 0 0.000500617010465399 0.00750925515698098 0.0015018510313962 0 0.0570703391930554 0.000500617010465399 0 0 0 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"14" 1992 "[20-24]" "femme" "[20-39]" 2138595 0.00514356388189442 0.00888433761418127 0.000935193433071713 0.00140279014960757 0.00140279014960757 0 0.0355373504567251 0 0.0135603047795398 0.000935193433071713 0.00187038686614343 0.003273177015751 0.00841674089764542 0.0149630949291474 0.0360049471732609 0.227719600952962 0.003273177015751 0.000467596716535856 0.000935193433071713 0.000935193433071713 0 0.000467596716535856 NA 0 0.00233798358267928 0 0.00280558029921514 NA 0.000467596716535856 0.000467596716535856 0.000935193433071713 0.00561116059843028 0 0.0481624618031932 0.000467596716535856 0 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"15" 1992 "[20-24]" "homme" "[20-39]" 2172214 0.00460359798804354 0.000920719597608707 0.00138107939641306 0 0.015652233159348 0 0.000460359798804354 0.00184143919521741 0.000920719597608707 0.00230179899402177 0.0202558311473916 0.0704350492170661 0.00874683617728272 0.258722206928047 0.00552431758565224 0.000920719597608707 0.000920719597608707 0.000920719597608707 0.00138107939641306 0.000460359798804354 NA 0 0.00184143919521741 0 NA 0.000920719597608707 0 0.000920719597608707 0.00782611657967401 0.00506395778684789 0 0.0685936100218487 0.000460359798804354 0 0 0 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"16" 1992 "[25-29]" "femme" "[20-39]" 2153228 0.0120748940660255 0.0515505092818782 0.00232209501269722 0.00371535202031554 0.00139325700761833 0.000464419002539443 0.0529437662894965 0 0.0204344361117355 0.00185767601015777 0.00464419002539443 0.00603744703301276 0.0729137833986926 0.0190411791041172 0.0594456323250487 0.42494338732359 0.00557302803047332 0.000928838005078886 0.00278651401523666 0.00371535202031554 0.000464419002539443 0.00185767601015777 NA 0 0.00464419002539443 0 0.00417977102285499 NA 0.00185767601015777 0.000928838005078886 0.00789512304317053 0.00696628503809165 0 0.0789512304317053 0.000928838005078886 0.000464419002539443 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"17" 1992 "[25-29]" "homme" "[20-39]" 2156401 0.0115933910251386 0.00370988512804437 0.00231867820502773 0.000463735641005546 0.0278241384603327 0.000463735641005546 0.00139120692301664 0.00556482769206655 0.000927471282011092 0.005101092051061 0.0282878741013383 0.119643795379431 0.0162307474351941 0.381190696906559 0.00834724153809983 0.00231867820502773 0.00231867820502773 0.00231867820502773 0.00370988512804437 0.00185494256402218 NA 0 0.00463735641005546 0.000463735641005546 NA 0.00324614948703882 0.000463735641005546 0.00139120692301664 0.010202184102122 0.00741977025608873 0.000463735641005546 0.0885735074320593 0.00139120692301664 0.000463735641005546 0.000463735641005546 0.000463735641005546 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"18" 1992 "[30-34]" "femme" "[20-39]" 2156884 0.0278179076853461 0.132135061505394 0.00602721333182498 0.00788174051084806 0.00185452717902307 0.0013908953842673 0.0676902420343421 0.000463631794755768 0.0282815394801018 0.00324542256329038 0.0143725856374288 0.00973626768987113 0.23227952917264 0.0245724851220557 0.0802083004927479 0.791419473648096 0.013908953842673 0.00231815897377884 0.00695447692133652 0.0143725856374288 0.000927263589511536 0.00417268615280191 NA 0 0.00695447692133652 0.000463631794755768 0.00695447692133652 NA 0.00649084512658075 0.00185452717902307 0.0347723846066826 0.0106635312793827 0.000463631794755768 0.157171178422205 0.00185452717902307 0.000463631794755768 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"19" 1992 "[30-34]" "homme" "[20-39]" 2147016 0.0284115255778252 0.0102467797165927 0.0041918644295152 0.00465762714390577 0.0414528815807614 0.00326033900073404 0.00326033900073404 0.0228223730051383 0.000931525428781155 0.012109830574155 0.0349322035792933 0.142989153317907 0.0228223730051383 0.545873901265757 0.0237538984339194 0.00698644071585866 0.00698644071585866 0.00698644071585866 0.00838372885903039 0.00465762714390577 NA 0.000931525428781155 0.00745220343024924 0.00186305085756231 NA 0.0163016950036702 0.000465762714390577 0.00232881357195289 0.0153701695748891 0.00745220343024924 0.000465762714390577 0.151372882176938 0.00465762714390577 0.000931525428781155 0.000931525428781155 0.000931525428781155 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"20" 1992 "[35-39]" "femme" "[20-39]" 2138988 0.0617114261510583 0.178589127194729 0.0135578133210658 0.0140253241252405 0.00420759723757216 0.00374008643339748 0.0906970960098888 0.00187004321669874 0.0467510804174684 0.0060776404542709 0.0350633103131013 0.0149603457335899 0.646567442173589 0.0313232238797039 0.0991122904850331 1.45910121982919 0.0299206914671798 0.00420759723757216 0.016362878146114 0.0299206914671798 0.00187004321669874 0.00748017286679495 NA 0.000935021608349369 0.00935021608349369 0.00140253241252405 0.0144928349294152 NA 0.0210379861878608 0.00374008643339748 0.096307225659985 0.016362878146114 0.000935021608349369 0.315102282013737 0.00514261884592153 0.000935021608349369 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"21" 1992 "[35-39]" "homme" "[20-39]" 2123634 0.0607449306236385 0.0254281104936161 0.00800514589613841 0.027311674233884 0.0569778031431028 0.0211900920780134 0.00847603683120538 0.095119968883527 0.0014126728052009 0.0282534561040179 0.0437928569612278 0.115368279091407 0.0282534561040179 0.904581486263641 0.12101897031221 0.0193065283377456 0.0193065283377456 0.0193065283377456 0.0178938555325447 0.0122431643117411 NA 0.00894692776627234 0.0117722733766741 0.0117722733766741 NA 0.0734589858704466 0.000470890935066965 0.00612158215587055 0.0226027648832143 0.00706336402600448 0.000941781870133931 0.351755528495023 0.0282534561040179 0.00282534561040179 0.00282534561040179 0.00282534561040179 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"22" 1992 "[40-44]" "femme" "[40-59]" 2163123 0.123894942636179 0.19555059975785 0.0411442160247013 0.0235770226658401 0.00739671299320473 0.00739671299320473 0.115573640518824 0.00554753474490355 0.0896851450426074 0.0110950694898071 0.0633343550043155 0.0277376737245177 1.21722158194425 0.0383704486522495 0.123894942636179 2.3877514131189 0.0508524018282825 0.00739671299320473 0.032822913907346 0.0439179833971531 0.00462294562075296 0.012481953176033 NA 0.00277376737245177 0.0134065423001836 0.00462294562075296 0.0337475030314966 NA 0.0420688051488519 0.00785900755528003 0.194163716071624 0.0208032552933883 0.00184917824830118 0.569084605914689 0.0115573640518824 0.00184917824830118 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"23" 1992 "[40-44]" "homme" "[40-59]" 2191220 0.126413596078897 0.0524821788775203 0.0168855705953761 0.0853405865225765 0.0757568842927684 0.0789514517027044 0.0209928715510081 0.260585427296209 0.00593276804702403 0.0611531475616323 0.0575022133788483 0.0730186836556804 0.0333147744179042 1.74423380582507 0.400690026560546 0.0488312446947363 0.0488312446947363 0.0488312446947363 0.0387911756920802 0.0273820063708801 NA 0.0410730095563202 0.0155164702768321 0.0497439782404323 NA 0.218143317421345 0.00182546709139201 0.0146037367311361 0.0346838747364482 0.00593276804702403 0.00182546709139201 0.842453062677413 0.109071658710673 0.00867096868411205 0.00867096868411205 0.00867096868411205 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"24" 1992 "[45-49]" "femme" "[40-59]" 1754390 0.225149482156191 0.194939551639031 0.104879758776555 0.0347699200291839 0.0113999737800603 0.0131099698470694 0.127679706336675 0.0136799685360724 0.163019625054862 0.0205199528041086 0.0963297784415096 0.0490198872542593 2.07422522928197 0.0478798898762533 0.153899646030814 3.77054132775495 0.0826498099054372 0.0142499672250754 0.0615598584123256 0.0552898728332925 0.0108299750910573 0.0199499541151055 NA 0.00569998689003015 0.0170999606700905 0.0102599764020543 0.0706798374363739 NA 0.0661198479243498 0.0142499672250754 0.326609248798728 0.0302099305171598 0.00341999213401809 0.95075781325703 0.0222299488711176 0.00398999082302111 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"25" 1992 "[45-49]" "homme" "[40-59]" 1793692 0.251994210823263 0.0908740185048492 0.0418131986985502 0.195128260593235 0.0897589998728879 0.185650602221563 0.047388291858357 0.583154744515781 0.0317780310108982 0.110944353880153 0.0730337203934678 0.049060819806299 0.0373531241707049 3.17445804519394 0.753752595205866 0.111501863196134 0.111501863196134 0.111501863196134 0.0797238321852358 0.0512908570702216 NA 0.0914315278208299 0.0211853540072655 0.123209558831728 NA 0.468865334739744 0.00780513042372938 0.0312205216949175 0.050733347754241 0.00501758384382603 0.00334505589588402 1.71712869322046 0.229693838184036 0.0250879192191302 0.0250879192191302 0.0250879192191302 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"26" 1992 "[50-54]" "femme" "[40-59]" 1378391 0.404094338979288 0.192253141525155 0.262625046158891 0.0522348158106082 0.018862572376053 0.0195880559289781 0.146547677690873 0.0275683750111543 0.246664407994539 0.038450628305031 0.132038006632371 0.0805286743746876 2.33678252397179 0.0652935197632602 0.145096710585023 4.80632853812888 0.113900917809243 0.0297448256699296 0.116077368468018 0.0674699704220355 0.0282938585640794 0.031921276328705 NA 0.00870580263510136 0.0217645065877534 0.0195880559289781 0.12913607242067 NA 0.100842213856591 0.025391924352379 0.496956233753703 0.0442544967284319 0.00580386842340091 1.52133901048396 0.0340977269874803 0.00870580263510136 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"27" 1992 "[50-54]" "homme" "[40-59]" 1386262 0.504955051786747 0.151486515536024 0.110368747033389 0.328942148021081 0.106761925234912 0.313072132107783 0.0966628241991774 1.11162247829054 0.169520624528408 0.191882919678964 0.0952200954797866 0.0339041249056816 0.0418391328623305 5.47731958316682 1.13470613780079 0.24526388229642 0.24526388229642 0.24526388229642 0.159421523492673 0.0923346380410052 NA 0.163749709650845 0.0274118456684234 0.228672502023427 NA 0.852652673159908 0.0331827605459863 0.0620373349338004 0.0750218934083167 0.00432818615817212 0.00649227923725818 3.09321037437368 0.364289001646153 0.059151877495019 0.059151877495019 0.059151877495019 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"28" 1992 "[55-59]" "femme" "[40-59]" 1482378 0.642211365791991 0.209123448944871 0.439833834555019 0.0789272371824191 0.0296820379147559 0.0263090790608064 0.149759373115359 0.0404755062473944 0.308288439250987 0.0654354017666209 0.188885695821174 0.127497844679292 2.4190860900526 0.0883715219734778 0.126148661137713 5.81835402306294 0.126148661137713 0.0492451992676632 0.200353755924602 0.0755542783284695 0.0613878511418815 0.0492451992676632 NA 0.0114680601034284 0.0249598955192265 0.0303566296855458 0.186861920508804 NA 0.14571182249062 0.0404755062473944 0.641536774021201 0.0661099935374108 0.00944428479105869 2.19377243860878 0.0418246897889742 0.0161902024989578 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"29" 1992 "[55-59]" "homme" "[40-59]" 1420060 0.922496232553554 0.240834894300241 0.238018111910764 0.492232722561019 0.123234229539597 0.487303353379435 0.156331422615946 1.65415545822008 0.649268340774333 0.304916693660831 0.133797163500134 0.0267594327000268 0.0443643226342549 8.63766319732969 1.51402053434362 0.447164204329395 0.447164204329395 0.447164204329395 0.320408996802952 0.159852400602791 NA 0.261256566623945 0.0352097798684563 0.366885906229314 NA 1.39149050040139 0.110558708786953 0.11267129557906 0.108446121994845 0.00422517358421475 0.00985873836316775 5.0885173865893 0.519696350858414 0.119009055955382 0.119009055955382 0.119009055955382 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"30" 1992 "[60-64]" "femme" "[60-79]" 1555756 0.91595340143313 0.230113205412674 0.516790550703324 0.124698217458265 0.0462797508092529 0.0321387158397589 0.158765256248409 0.0507791710268191 0.341955936535035 0.104772213637614 0.266751341469999 0.167121322366746 2.62766140705869 0.115699377023132 0.124698217458265 7.03773599459041 0.143338672645325 0.0809895639161925 0.314959415229638 0.0880600814009395 0.0989872447864575 0.0797040152826022 NA 0.0147838092862891 0.028924844255783 0.0417803305916866 0.244897014698963 NA 0.223685462244722 0.0617063344123372 0.758473693818311 0.0919167273017105 0.0154265836030843 3.06281961952903 0.0501363967100239 0.028924844255783 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"31" 1992 "[60-64]" "homme" "[60-79]" 1402341 1.55311725179539 0.392201326210957 0.405750099298245 0.574753216229148 0.149036503960164 0.651767294830573 0.228189862522739 2.52648963411895 1.71784180880399 0.425716712268984 0.171142396892054 0.0185404263299725 0.0434986925433971 12.9255295252724 1.64439319680449 0.734486119995065 0.734486119995065 0.734486119995065 0.582597242753367 0.267409995143835 NA 0.334440767259889 0.0442117858637806 0.505583164151943 NA 2.18135246705331 0.299499194561095 0.176134050134739 0.142618664076712 0.00427855992230135 0.0142618664076712 7.81265041812227 0.618251908772545 0.22248511595967 0.22248511595967 0.22248511595967 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"32" 1992 "[65-69]" "femme" "[60-79]" 1479494 1.28354694240058 0.257520476595377 0.571141214496308 0.210882909967867 0.0682665830344699 0.0317676178477236 0.162217623052206 0.0594797951191421 0.381887320935401 0.158838089238618 0.326462966392564 0.216966070832325 2.79892990441327 0.13382953901807 0.112200522611109 8.39408608618893 0.149375394560573 0.125042751102742 0.483273335343029 0.111524615848391 0.151403114848725 0.135181352543505 NA 0.014194042017068 0.0378507787121813 0.0493411936783792 0.307537577036473 NA 0.300778509409298 0.0912474129668657 0.882734232109086 0.118283683475567 0.0236567366951133 4.20211234381484 0.0513689139665318 0.0527207274919669 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"33" 1992 "[65-69]" "homme" "[60-79]" 1219856 2.33634133864981 0.605809210267441 0.554983539040674 0.589413832452355 0.169692160386144 0.674669797090804 0.31315171626815 3.1511916160596 3.46762240789077 0.572198685746514 0.187727075982739 0.0155756089243321 0.0467268267729962 17.4758332131006 1.41082226098818 1.07553678466967 1.07553678466967 1.07553678466967 0.966507522199342 0.419721672066211 NA 0.35495992969662 0.054104746789785 0.574657992418777 NA 2.85279573982503 0.695983788250416 0.257407431696856 0.176250311512178 0.00491861334452591 0.0196744533781036 10.6971642554531 0.573018454637269 0.371355307511706 0.371355307511706 0.371355307511706 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"34" 1992 "[70-74]" "femme" "[60-79]" 1202730 1.76265662284968 0.256915517198374 0.601963865539232 0.316779327031004 0.0922900401586391 0.0282690213098534 0.169614127859121 0.0715039950778645 0.39742918194441 0.217006310643287 0.355857091782861 0.256084075395143 2.77452129738179 0.131367804910495 0.096447249174794 9.63308473223417 0.15215384999127 0.180422871301123 0.720860043401262 0.137187897533112 0.214511985233594 0.226152170478827 NA 0.0149659524581577 0.0457292991777041 0.0615266934390927 0.357519975389323 NA 0.358351417192554 0.133030688516957 0.986921420435177 0.128042037697571 0.0349205557357013 5.63800686770929 0.0573694844229378 0.0914585983554081 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
"35" 1992 "[70-74]" "homme" "[60-79]" 906788 3.1572980674645 0.863487386246841 0.620872794964203 0.541471655998977 0.186372117848935 0.673806887607688 0.377155410084827 3.48151938490584 5.60991102661262 0.676012474801166 0.189680498639153 0.0110279359673926 0.0518312990467452 22.0514607603982 1.28034336581428 1.38841713829473 1.38841713829473 1.38841713829473 1.42591212058386 0.636311905318553 NA 0.361716299730477 0.0650648222076163 0.612050446190289 NA 3.27860536310582 1.4071646294393 0.347379982972867 0.19298887942937 0.00661676158043556 0.025364252725003 13.8808630021571 0.53595768801528 0.556910766353326 0.556910766353326 0.556910766353326 2.63 720.34 7.2 25.5 1141018 901784 1338386 5149221 4119983 2779697 5370440 3808374 9121629 30747331 35775218 43917479
